course_id,course_name,description_clean,keywords,industry,level
90401,Media & Communication Design I,"The Media and Communication Design course focuses on using desktop publishing software to effectively communicate messages in printed form. The goal of this course is to use the combination of type, color, shapes, illustrations and images to produce professional printed materials. The skills learned in this course can easily be translated to other media. This course will teach a combination of graphic design skills and software skills. Most classes will consist of two thirds lecture and one third hands-on work with the software. The software being taught is Adobe InDesign Creative Cloud (CC), Adobe Illustrator CC and Adobe Photoshop CC. Students will gain experience in preparing documents that are professional in form and content. Student will learn how to design and publish products such as newsletters, posters, logos, packaging, signs, books, flyers, magazines, annual reports, invitations and advertisements. Students will also learn the terminology, procedures and production requirement to effectively communicate with ad agencies, design firms and commercial printers.","['adobe indesign', 'adobe illustrator', 'adobe photoshop', 'graphic design', 'professional printed materials', 'newsletters', 'posters', 'logos']",public policy & social sciences,intermediate
90434,Geospatial Health Analytics,"This course is taught with asynchronous video lectures and readings with in-person and remote office hours. A geographic information system (GIS) provides an effective way to visualize, organize and manage a wide variety of information including administrative and medical record data, environmental health, social services, and other location data. Public health departments, hospitals, and medical research agencies are using GIS to map health-related events, identify disease clusters, investigate environmental health problems, and understand the spread of disease. This course uses a unique approach for teaching GIS in health care. It involves learning how to use GIS software in the context of carrying out projects for visualizing and analyzing health-related data. Each week includes lectures and computer labs that focus on a health, technical, or policy issue which use Esri's ArcGIS Pro and Platform technologies to analyze data or solve a problem. Students learn to create Story Maps and Dashboards to convey their maps and associated text to the public and decision makers. Through assignments and projects students will not only learn how to use the software but will also learn the many distinctive advantages of using GIS for health care policy making and planning. By the end of the course, students will have sufficient background so that they can become expert users of GIS in health organizations - building, managing, and using GIS maps and health data. Prerequisites: 90-728 Introduction to Database Management, 91-802 Information Systems for Managers or permission of instructor.","['geospatial health analytics', 'gis', 'public health', 'disease clusters', 'environmental health', 'health data', 'arcgis pro', 'health policy', 'data visualization']",public policy & social sciences,intermediate
90440,Critical Analysis of Policy Research,"This course is not intended for Heinz College graduate level students. Heinz graduate students should register for the corresponding graduate course 90-822. This course is intended for undergraduate students who are in their third year or later. This course prepares students to understand, interpret, and critique existing policy research. The course focuses on the development of three essential skills for policy analysts: 1) Read and interpret empirical results in published research. 2) Understand the assumptions needed to infer causal relationships and assess their plausibility. 3) Recognize common problems in policy research, including reverse causality, omitted variables, measurement error, etc., and use graphical methods to determine the direction of the resulting statistical bias. Using these three skills, students will practice understanding and critiquing policy research. Moreover, by identifying and understanding potential problems, students can make valid conclusions even from seriously flawed research. At the end of the class, students demonstrate these skills by independently evaluating an existing piece of research of their choice, presenting their findings in a written report and in-class presentation.","['policy analysis', 'empirical research', 'causal inference', 'graphical methods', 'research evaluation', 'undergraduate education', 'third-year students', 'research critique']",public policy & social sciences,intermediate
90445,Social Entreprenuership,"With a world threatened by rising inequalities (especially in the post-pandemic time) and the effects of climate change, we are in the middle of an era where we are seeing the growth of social entrepreneurship - both in the upsurge of new ventures and within corporations as they seek to respond to demand from their consumers and the public toward a focus not solely on profit, but on a ""triple bottom line"" - an equivalent focus on PURPOSE -- people and the planet. This course is for students that want to learn how to take ideas that respond to societal needs and frame it within a sustainable business structure. Ideas may be for new social ventures or innovations within existing institutions and corporations. The students will work on an idea they have and take it through a model ""accelerator"" program curriculum. Accelerators are ""fixed-term cohort-based programs that include seed investment, mentorship,"" a curriculum that aims to fast forward business planning and strategy and culminate in what is typically called ""demo day"" - an opportunity for participating teams to present to potential investors. The course is open to students from different disciplines. This course will utilize online resources as well as readings culled from leading resources on lean business planning. It is an applied learning course and will require working practical knowledge of basic financial statements. At the end of the course, students will be able to take an idea through a model accelerator curriculum - from establishing a mission, vision, theories of change and impact pathways to market and competitive analysis, identifying target markets, customer acquisition, basic financial modeling to crafting the pitch deck. Students will be able to understand a basic structure to business modeling that they can use to form the basic guiding foundations to future new ventures - as startups or as innovations within corporations.","['social entrepreneurship', 'sustainable business', 'accelerator program', 'triple bottom line', 'mission vision', 'impact pathways', 'market analysis', 'customer acquisition', 'pitch deck']",public policy & social sciences,intermediate
90449,Elective Politics and Policy-Making,"Significant proposals in public policy at the local, state and federal level of the U.S. require usually require legislation to become a reality. Enter politicians, politics, and political processes. Elected politicians, both representatives and executives, are the ultimate arbitrators and decision-makers in public policy change. The political process can be very messy. Nonetheless public policy change can be successfully ""engineered"" from an idea to a reality. This course will explore past cases involving elected officials from the Pittsburgh region and Pennsylvania to illustrate the people, politics and processes involved in policy change. Students will then be required to apply what they learn from these cases to a contemporary policy challenge facing the Pittsburgh region.","['elected officials', 'politics', 'public policy', 'legislation', 'policy change', 'political processes', 'pittsburgh region', 'pennsylvania', 'policy challenge']",public policy & social sciences,intermediate
90472,Health Policy,"This course introduces students to the concepts, theories, and tools of health policy. The aims of this course are to provide students with (1) the ability to identify key problems facing the United States health system, (2) increase the appreciation for and understanding of health policy as an important and useful tool for enhancing population health, and (3) mechanisms to address a current health policy issue from legal, economic, behavioral, and political perspectives. In addition, students will be introduced to a cross-national comparison of health systems.","['health policy', 'health policy tools', 'population health', 'health policy issue', 'legal perspective', 'economic perspective', 'behavioral perspective', 'political perspective', 'cross-national comparison']",public policy & social sciences,intermediate
90475,Methods of Policy Analysis: Future of Work,"Grad students should take 90745 instead. After decades of slow wage growth & rising inequality, many American workers now fear an epidemic of joblessness as new technologies increasingly replace human labor. Is this likely to occur? How will emerging technologies reshape the US labor market? How important is the ""gig economy,"" & how big might it become? What impact will the shocks generated by the COVID crisis & rising inflation have on employment & income inequality in the short run & the long run? What can policy makers do to ensure that the growth of the American economy is more inclusive & equitable? The curriculum has been rewritten to help students think seriously & rigorously about the future of work in the 21st century American economy. The course will place current concerns in the broader context of the major structural shifts in the US labor market over the past several decades. Drawing upon the most recent quant analyses, the course will show that technological change has contributed to increasingly unequal outcomes in the US labor market for decades, & that this trend is likely to continue as a new wave of technological change unfolds. The course will also consider the degree to which globalization, immigration, rising monopoly power, declining union strength, minimum wage laws, & discrimination based on race & gender have contributed to rising inequality in US incomes. The course will draw upon frontier research to identify old & new policy ideas that could help make economic growth more inclusive, & it will bring into the classroom policy entrepreneurs who are making a real difference. The course instructor, Professor Lee Branstetter, is a globally recognized expert on the economics of innovation & technological change. He leads the Future of Work research initiative within CMU's Block Center for Technology & Society. In 2011-12, he served on the staff of President Obama's Council of Economic Advisers.","['policy analysis', 'future of work', 'technological change', 'labor market', 'inequality', 'economic growth', 'policy makers', 'globalization', 'immigration', 'monopoly power']",public policy & social sciences,intermediate
90489,Resilient & Sustainable Communities,"90-489: This course is a parallel listing for the graduate level listing of 90-789 under the same title. This course examines past and current community development topics and trends associated with creating and/or maintaining resilient and sustainable communities. Such topics include sustainable development, community equity, creative capitalism, regional planning and visioning, environmental justice, governance, regional equitable development, sustainable business practices, green/clean tech, smart growth and smart transportation, carbon management, resource conservation, local living economies, energy systems and strategies, dynamics of neighborhoods, among other topics. Emphasis will fall on how these various dimensions need to strategically align to promote sustainable communities amidst their complexities. The class will also delve into a variety of community development practices to provide frameworks for integrating just, equitable, and fair community development practices with sustainable development practices. The class takes lessons from the past (both what has worked and what did not work) as well as appropriate, current practices and explores how to apply them to a variety of community situations and conditions. The focus is on urban communities in the U.S and worldwide, both large and small. The course includes experiential, hands-on learning (projects, case studies, analyses, presentations, field trips, and guest lectures) as well as reflective components (readings, discussion, and papers).","['community development', 'sustainable development', 'equity', 'environmental justice', 'governance', 'regional equitable development', 'green tech', 'smart growth', 'carbon management']",public policy & social sciences,intermediate
90700,Heinz Journal,"Students get 3 Pass/Fail credits per term for participating in the journal activities. Students can be involved in editing, radio programs where the students discuss policy issues either among themselves or with a guest speaker, managing the website, promoting the journal activities, or by organizing and moderating Forum. Enrollment is restricted and can be done only by the instructor. Recruitment and enrollment takes place at the beginning of the Fall, and Spring semesters.","['heinz journal', 'passfail credits', 'student participation', 'radio programs', 'policy issues', 'website management', 'promotion', 'recruitment']",public policy & social sciences,advanced
90713,Policy and Politics an International Perspective,"Course Objectives: The goal of this course is to examine critical international policies, issues, and actors. The different sections of the course will discuss: 1.-U.S. Foreign Policy: Current policies including our relationship with China, Iran, India, Russia and selected African and Latin American countries will be discussed throughout the course. 2.-The section on China will provide a detailed analysis of China's economic and military transformation into a major international power in the last thirty years. This section will focus on China's economic and defense policies, China's role in the world economy and the impact of President's Xi's policies both domestically and internationally will be analyzed as well. 3.-China-U.S. Relations will receive special attention. Among the topics discussed will be power competition in the S. China Sea and in South and East Asia, as well as China-U.S. economic relations. 4.-The section on Russia will include a brief background and a discussion of Russia's current role in the international economic and political system. We'll focus the analysis on Mr. Putin's current policies in Ukraine and past policies in Syria. 5.-Latin America and Africa's interactions with both China and the U.S. will be discussed in the last section of the class.","['us foreign policy', 'china', 'economic policies', 'military transformation', 'xis policies', 's china sea', 'russia', 'putins policies', 'ukraine', 'syria']",public policy & social sciences,advanced
90714,Policy and Politics in American Institutions,"The purpose of this course is to study the structure of the American government, the main actors in the policy process, as well as critical policy issues. The emphasis will be on the study of the central political institutions: The Presidency and Congress, as well as critical decisions of the Supreme Court and their societal impact. The course will also emphasize the analysis of critical socio-economic policies including social and educational policies, among others. We will also analyze Supreme Court decisions and their impact on society, as well as the evolution of voting rights. Throughout the course students will be encouraged to analyze and discuss the evolution of key political and policy issues. We will place special emphasis on the interactions between government and society and the role of social and interest groups in the process.","['american government', 'policy process', 'presidency', 'congress', 'supreme court', 'societal impact', 'social policies', 'educational policies', 'voting rights', 'government-society interactions']",public policy & social sciences,advanced
90718,Strategic Presentation Skills,"Strategic Presentation Skills provides practical instruction for preparing and delivering professional presentations. Activities and assignments include: analyzing audience members, writing outlines, creating cohesive visuals, and speaking extemporaneously. Students target and engage specific audiences using a communication style suitable for workplace environments. Overall, the course helps students develop confidence and apply effective techniques when speaking in a public setting.","['strategic presentation', 'professional presentations', 'audience analysis', 'presentation outlines', 'visual aids', 'workplace communication', 'public speaking confidence', 'effective techniques', 'speaking skills instruction']",public policy & social sciences,advanced
90720,Physical Technical Systems II,Information: May be taken to fulfill Systems Synthesis requirement (second year only) Physical Technical Systems introduces students of public management to important technological issues which they will face in their professional careers. The course focuses on research and presentation of formal oral and written reports. Students learn how to identify a problem structure and analyze the problem and generate conclusions and recommendations in much the same way that they would as policy analysts or managers. Students work with a client or decision maker. In addition to building research and problem-solving skills students gain practice in working as part of a professional team operating in a research environment that addresses technical social and political issues. For this reason most Physical Technical Systems courses are undertaken jointly with the Heinz School and the Department of Engineering and Public Policy....,"['technology', 'public management', 'research', 'problem analysis', 'policy analysis', 'teamwork', 'public policy', 'social issues']",public policy & social sciences,advanced
90722,Optimization & Decision Modeling for Policy,"Optimization & Decision Modeling for Policy (previously Management Science I and II) is an introductory course in analytics and management science that surveys a variety of hands-on quantitative and modeling methods useful to decision makers and analysts. We will develop a practical toolkit for solving real-world decision-making problems. The first part of the course focuses on optimization models and methods. Optimization models provide a quantitative framework to guide decisions when you want to maximize (or minimize) some outcome, subject to various requirements. This applies to nearly any industry, such as booking patients for surgery to minimize wait times under schedule constraints, or allocating limited aid resources across a community to maximize impact. The second half of the course will introduce methods for decision-making under uncertainty. We will cover various forecasting methods (qualitative, time-series, categorical) to project what might happen in the future, and we will then introduce methods to make better decisions in the face of uncertainty (simulation and optimization). By the end of the class, you will be able to translate real-world problems into mathematical formulations, solve them using Excel, and interpret the solutions. This skill will be a significant asset on the job market and in your career.","['optimization', 'quantitative methods', 'real-world problems', 'excel solutions', 'uncertainty', 'modeling', 'maximization', 'minimization']",public policy & social sciences,advanced
90723,Financial Statements and Analysis,"This course provides an overview of how managers and executives utilize accounting and finance to make decisions. The course will begin by gaining an understanding of the financial reporting process and the organizations that govern financial accounting. We will learn key terms relevant to the main financial statements and how data flows through to connect the statements. After understanding key components of the various financial statements, we will utilize ratio and variance analysis to determine a company's financial position. Expanding on our financial analysis we will cover various budgeting methods for capital investment decisions.","['financial statements', 'ratio analysis', 'variance analysis', 'capital investment', 'financial position', 'financial analysis']",public policy & social sciences,advanced
90728,Introduction to Database Management,"This introductory database course with a focus on SQL offers vital technical skills for transforming complex data into actionable insights, a key competence across various disciplines including public policy management and arts and entertainment management. SQL skills enable public policy professionals to analyze societal data effectively, aiding in impactful policy-making. Similarly, in arts and entertainment management, SQL proficiency is key for managing data on productions and audience trends, supporting strategic decisions.","['database management', 'sql', 'data transformation', 'actionable insights', 'public policy', 'arts and entertainment', 'data analysis', 'strategic decisions', 'societal data', 'audience trends']",public policy & social sciences,advanced
90739,Systems Synthesis I,The Systems Synthesis sequence of courses 90-739 and 90-740 is intended to provide an opportunity for students to work together intensively on the design of a specific functioning system. The term System refers to the fact that the particular entity studied has an identifiable objective or function and the word Synthesis refers to the fact that the desired output is an integrated design for students to gain experience and understanding in the formulation and solution of problems in the public sector. In doing this students have an opportunity to integrate the facts and techniques they have learned and put them to a practical test. The operation of the course involves the class in the definition and solution of one or more major public problems. The class examines these problems from relevant viewpoints including the definition of system objectives user requirements as well as the examination of technological and procedural alternatives in designing the systems and consideration of the political problems in implementing solutions. The class project leads ultimately to one or more project reports and formal presentations are made to advisory panels at the end of each semester....,"['systems synthesis', 'design', 'integrated design', 'public sector', 'problem formulation', 'solution', 'user requirements', 'technological alternatives', 'political implementation', 'project reports']",public policy & social sciences,advanced
90743,Local and Regional Economic Development,"This course focuses on both the concepts and the techniques of economic development, applied at the local and regional scale. Students will engage in discussion around issues common to the field — including housing affordability, workforce development, industry diversity, transportation infrastructure, and social and cultural institutions — and use project work to explore specific data sources and analytical techniques. Altogether this course will help students to understand what it means to be a practitioner of economic development, while simultaneously thinking more critically about their own communities and the processes that shape them. The course will primarily focus on data, communities, and policies in the United States but will occasionally also discuss relevant international content, and students are eagerly encouraged to bring any experience they have from outside of the U.S. to class discussions.","['economic development', 'local communities', 'housing affordability', 'workforce development', 'industry diversity', 'transportation infrastructure', 'data analysis', 'us economy']",public policy & social sciences,advanced
90744,Financial Statements & Analysis for Arts Enterprises,"This course provides a firm grounding in the concepts of nonprofit accounting, with an emphasis on financial analysis, the interpretation of financial statements, annual reports, and IRS filings. By studying and discussing real-world examples and organizations, students will develop a working knowledge of nonprofit accounting and financial reporting. This course provides conceptual and quantitative exposure to the concepts of nonprofit accounting and the financial skills required of managers of not-for-profit organizations, including financial statement analysis and budgeting. Through study and discussion of cases set in private nonprofit organizations, students will gain a fundamental background in non-profit financial management.","['financial analysis', 'finan0cial statements', 'annual reports', 'irs filings', 'nonprofit financial management', 'case studies', 'financial statement analysissolution']",public policy & social sciences,advanced
90745,Methods of Policy Analysis: Future of Work,"After decades of slow wage growth & rising inequality, many American workers now fear an epidemic of joblessness as new technologies increasingly replace human labor. Is this likely to occur? How will emerging technologies reshape the US labor market? How important is the ""gig economy,"" & how big might it become? What impact will the shocks generated by the COVID crisis & rising inflation have on employment & income inequality in the short run & the long run? What can policy makers do to ensure that the growth of the American economy is more inclusive & equitable? The curriculum has been rewritten to help Heinz students (& other interested CMU students) think seriously & rigorously about the future of work in the 21st century American economy. The course will place current concerns in the broader context of the major structural shifts in the US labor market over the past several decades. Drawing upon the most recent quant. analyses, the course will show that technological change has contributed to increasingly unequal outcomes in the US labor market for decades, & that this trend is likely to continue as a new wave of technological change unfolds. The course will also consider the degree to which globalization, immigration, rising monopoly power, declining union strength, minimum wage laws, & discrimination based on race & gender have contributed to rising inequality in US incomes. The course will draw upon frontier research to identify old & new policy ideas that could help make economic growth more inclusive, & it will bring into the classroom policy entrepreneurs who are making a real difference. The course instructor, Professor Lee Branstetter, is a globally recognized expert on the economics of innovation & technological change. He leads the Future of Work research initiative within CMU's Block Center for Technology & Society. In 2011-12, he served on the staff of President Obama's Council of Economic Advisers.","['policy analysis', 'labor market', 'technological change', 'inequality', 'gig economy', 'covid crisis', 'inflation', 'economic growth', 'inclusivity', 'policy makers']",public policy & social sciences,advanced
90749,Cost Benefit Analysis: A Capital Budgeting Approach,"As public policy analysts, we are often presented with making decisions that are economically efficient - that is, how does one gain the most benefit for society, given limited resources? Economics provides the theoretical foundation of decision-making, but putting theory into practice is not always easy. Cost-benefit analysis (CBA) is an analytical tool used to determine the worth of a project, program, or policy. It identifies and attempts to quantify the costs and benefits of the project or program and provides decision-makers with manageable information to find the ""best"" outcome. CBA helps managers to answer questions such as: - Does the proposal provide a net benefit to the community as a whole? - Should the project/program/policy be undertaken? - Should the project/program be continued? - Which of the alternative projects should be undertaken? The course employs various economic and statistical techniques to answer these questions, condensed into a 6-week course.","['cost-benefit analysis', 'economic efficiency', 'quantitative analysis']",public policy & social sciences,advanced
90751,Contemporary US Constitutional Law Issues,"This course will explore the recent redefinition of rights by the supreme court on such issues e.g. gun rights, vaccine mandates, reproduction, death penalty, voting, presidential immunity and affirmative action. The theme of the course will focus on different schools of constitutional interpretation and how the constitution can be viewed as a document for a vibrant democracy. A diverse set of speakers will be invited to engage the class in a lively discussion on the issue of the day.","['gun rights', 'vaccine mandates', 'reproduction', 'death penalty', 'presidential immunity', 'affirmative action', 'constitutional interpretation', 'democracy', 'supreme court']",public policy & social sciences,advanced
90754,Elective Politics and Policy-Making,"Significant proposals in public policy at the local, state and federal level of the U.S. usually require legislation to become a reality. Enter politicians, politics, and political processes. Elected politicians, both representatives and executives, are the ultimate arbitrators and decision-makers in public policy change. The political process can be very messy. Nonetheless public policy change can be successfully ""engineered"" from an idea to a reality. This course will explore past cases involving elected officials from the Pittsburgh region and Pennsylvania to illustrate the people, politics and processes involved in policy change. Students will then be required to apply what they learn from these cases to a contemporary policy challenge facing the Pittsburgh region.","['elected officials', 'politics', 'public policy', 'legislation', 'policy change', 'political processes', 'pittsburgh region', 'pennsylvania']",public policy & social sciences,advanced
90755,Optimization and Decision Modeling for Analytics,This course is one of several introductory courses in analytics and management science that survey a variety of hands-on quantitative modeling methods that are useful to decision makers and business and policy analysts. They overlap considerably but are tailored for particular programs based on student career paths and interests.,"['optimization', 'analytics', 'hands-on', 'decision makers', 'business analytics', 'policy analysts', 'student career paths']",public policy & social sciences,advanced
90758,Analysis of US Presidential Powers,"This course will explore the evolution of presidential power and the underlying theories that support the expansion of the executive branch in contemporary politics. Some of the topics that will be covered include - emergency powers, presidential immunity, the ""Steel Seizure"" case, the pardon power, the Iran-Contra scandal and impeachment. Given that this is an election year having a fuller understanding of the President's potential power is fundamental for the next office holder.","['presidential power', 'evolution', 'executive branch', 'emergency powers', 'presidential immunity', 'steel seizure', 'pardon power', 'iran-contra', 'impeachment']",public policy & social sciences,advanced
90782,Multi Media,"This course is about communication. Specifically, we will use various media elements (text, graphics, animation, video and sound) to form communicative units. The purpose of a multimedia piece is to communicate your message to the audience. The goal of this course is to use type, color, illustrations, images, sound, animation and video to produce professional materials. This course will teach a combination of graphic design skills and software skills. Students will also learn the terminology, procedures and production requirement to effectively communicate with ad agencies, design firms and commercial printers. Throughout the course students will learn the skills of the following applications: - Adobe InDesign CC - Adobe Illustrator CC - Adobe Photoshop CC - Apple Garageband - Adobe After Effects CC - Apple Final Cut Pro/ Adobe Premiere Each of the above software programs will have one or two projects/assignments that will be completed by the student. These applications are available in the classroom as well as several public clusters. While the class offers a jump-start to these applications, students are expected to explore the higher level features on their own. Another resource is the Internet - which offers a wealth of tips and techniques for these applications.","['communication', 'media elements', 'graphic design', 'adobe indesign', 'adobe illustrator', 'adobe photoshop', 'apple garageband', 'adobe after effects', 'adobe premiere']",public policy & social sciences,advanced
90784,Affordable Housing Policy and Finance,"In this course students will be introduced to Affordable Housing Policy and Finance in the U.S. Context. Approximately half of each class session will be spent describing local, state, and federal housing policies and discussing the implications (both positive and negative) of these policies in urban settings. The students will read two books to be used as aids for class discussion. The books are The Color of Law by Richard Rothstein and Evicted by Matthew Desmond. Additionally, there may be one or two occasions where a guest speaker presents a specific policy issue. - The remaining half of each class session will be spent learning the financial computations used by practitioners of housing development. In other words, how are new affordable housing developments financed when the developer knows that the rents will be less than what he/she could receive on the private market? The course will cover the basic principles of both market-rate and affordable housing finance. The instructor will also teach the fundamentals of the Low-Income Housing Tax Credit. By the end of the course, the students will be expected to know how to calculate Low-Income Housing Tax Credits and use them to generate equity in affordable housing developments. - The course is for students who may want to work for local, state, and/or the federal government directly impacting issues related to affordable housing. This course is also for students who would like to work for an affordable housing developer, a real estate practitioner, and/or is just interested in the topic of affordable housing. - There are no prerequisites for the course.","['policy', 'finance', 'us', 'housing development', 'financial computations', 'equity', 'urban settings', 'government']",public policy & social sciences,advanced
90789,Resilient & Sustainable Communities,"This course examines past and current community development topics and trends associated with creating and/or maintaining resilient and sustainable communities. Such topics include sustainable development, community equity, creative capitalism, regional planning and visioning, environmental justice, governance, regional equitable development, sustainable business practices, green/clean tech, smart growth and smart transportation, carbon management, resource conservation, local living economies, energy systems and strategies, dynamics of neighborhoods, among other topics. Emphasis will fall on how these various dimensions need to strategically align to promote sustainable communities amidst their complexities. The class will also delve into a variety of community development practices to provide frameworks for integrating just, equitable, and fair community development practices with sustainable development practices. The class takes lessons from the past (both what has worked and what did not work) as well as appropriate, current practices and explores how to apply them to a variety of community situations and conditions. The focus is on urban communities in the U.S and worldwide, both large and small. The course includes experiential, hands-on learning (projects, case studies, analyses, presentations, field trips, and guest lectures) as well as reflective components (readings, discussion, and papers).","['community development', 'sustainable development', 'equity', 'environmental justice', 'governance', 'regional equitable development', 'green tech', 'smart growth', 'carbon management']",public policy & social sciences,advanced
90801,Media & Communication Design I,"The Media and Communication Design course focuses on using desktop publishing software to effectively communicate messages in printed form. The goal of this course is to use the combination of type, color, shapes, illustrations and images to produce professional printed materials. The skills learned in this course can easily be translated to other media. This course will teach a combination of graphic design skills and software skills. Most classes will consist of two thirds lecture and one third hands-on work with the software. The software being taught is Adobe InDesign Creative Cloud (CC), Adobe Illustrator CC and Adobe Photoshop CC. Students will gain experience in preparing documents that are professional in form and content. Student will learn how to design and publish products such as newsletters, posters, logos, packaging, signs, books, flyers, magazines, annual reports, invitations and advertisements. Students will also learn the terminology, procedures and production requirement to effectively communicate with ad agencies, design firms and commercial printers.","['adobe indesign', 'adobe illustrator', 'adobe photoshop', 'graphic design', 'professional printed materials', 'newsletters', 'posters', 'logos']",public policy & social sciences,advanced
90803,Machine Learning Foundations with Python,"This course equips students with the skills to build, evaluate and deploy machine learning models using Python. Emphasis is placed on feature engineering, supervised and unsupervised learning, model selection and common data handling and analysis practices. Students will complete quizzes, a capstone project using real-world datasets and a take a final exam.","['python', 'model selection', 'capstone project']",public policy & social sciences,advanced
90804,Media & Communication Design II,"This course builds on the Media & Communication Design I class. In the Media & Communication Design I class we focused on print design, in the Media & Communication Design II class we will expand to audio, animation and video. We will be using Adobe Audition to create a podcast, Adobe After Effects CC to create animations and Adobe Premiere to create videos. The goal of this course is produce professional materials using type, color, illustrations, images, sound, animation and video. These materials will be able to engage and influence your target audience. This course will teach a combination of media design skills and software skills. Throughout the course students will learn the skills of the following applications: • Adobe Audition • Adobe Premiere • Adobe After Effects . Each of the above software programs will have one project/assignment that will be completed by the student. These applications are available in the classroom as well as several public clusters. While the class offers a jump-start to these applications, students are expected to explore the higher level features on their own. Another resource is the Internet - which offers a wealth of tips and techniques for these applications.","['media design', 'audio', 'animation', 'video', 'adobe audition', 'adobe premiere', 'adobe after effects', 'professional materials', 'type', 'color']",public policy & social sciences,advanced
90805,Issues in Global Urbanization,"Within our lifetime, the world population will swell to 10 billion citizens, 75% of which will live in cities. The seminar is an investigation into the future of cities focusing on three existential challenges of our urban age: the escalating environmental crisis, growing social inequity and technological dislocation. In the face of these wicked problems, we will address the role and agency of designers and planners, decision makers and citizens in tackling what Jeremy Rifkin describes as the Third Industrial Revolution and how to lay the foundational infrastructure for an emerging collaborative age. These issues are explored through contemporary writings and case studies that situate urban transformations in the US within a broader global context, with a specific focus on the political as articulated through the negotiation of top-down planning and bottom-up behavior of cities. The seminar course will revolves around reading reflections, in-class presentations and discussions on theories and case studies of global urbanization, with. This is a 3- or 6-unit course that requires attendance at one 1.5-hours class per week. The extra credits involve a more extensive final paper.","['global urbanization', 'environmental crisis', 'social inequity', 'technological dislocation', 'third industrial revolution', 'collaborative age', 'designers', 'decision makers', 'citizens']",public policy & social sciences,advanced
90806,Behavioral Decision Making,"Behavioral decision making is the study of how people make decisions, in terms that can eventually help them to make better decisions. It draws together research from psychology, economics, political science, and management, among other fields. It has applications that range from managing potentially hazardous technologies, to involving patients more fully in the choice of medical procedures, to the design of computer-interactive systems. The course covers behavioral theories of probabilistic inference, intuitive prediction, preference, and decision making. Topics include heuristics and biases in inference and prediction, risk perceptions and attitudes, strategies for combining information from different sources and dealing with conflicting objectives, and the roles of group and emotional processes in decision making. The course emphasizes the mutually reinforcing relationship between theory and application.","['psychology', 'economics', 'political science', 'management', 'probabilistic inference', 'intuitive prediction', 'preference', 'heuristics']",public policy & social sciences,advanced
90817,Education Finance and Policy,"The purpose of this Heinz course is to introduce professional master's students to the special problems of financing regional governments in a decentralized federal system with a special focus on public education. The course i] reviews theories of federalism from economic and constitutional perspectives, ii] reviews the evolution of the United States from a confederation to a federation, iii] examines financial and political problems associated with jointure, iv] reviews alternative rationales for public financing and provision of education (k-16), v] analyzes distressed school systems and municipal governments, vi] reviews the international evidence on estimated economic returns and distributional effects of k-16 public education and the use of cost-effectiveness and educational production functions, vii] school budgeting issues, viii] the school property tax, ix] intergovernmental relations and the design of school aid formulas, and x] the measurement and implications of student achievement. These issues are examined from positive and normative perspectives, and through the lens of economics and political economy.","['federalism', 'public education', 'school finance', 'property tax', 'aid formulas', 'student achievement', 'economic returns', 'political economy']",public policy & social sciences,advanced
90822,Critical Analysis of Policy Research,"This course prepares students to understand, interpret, and critique existing policy research. The course focuses on the development of three essential skills for policy analysts: 1) Read and interpret empirical results in published research. 2) Understand the assumptions needed to infer causal relationships and assess their plausibility. 3) Recognize common problems in policy research, including reverse causality, omitted variables, measurement error, etc., and use graphical methods to determine the direction of the resulting statistical bias. Using these three skills, students will practice understanding and critiquing policy research. Moreover, by identifying and understanding potential problems, students can make valid conclusions even from seriously flawed research. At the end of the class, students demonstrate these skills by independently evaluating an existing piece of research of their choice, presenting their findings in a written report and in-class presentation. Note that the posted syllabus is for a mini-length version of the course. Moving forward, the course will be semester-long. The material covered will be very similar, but with more detail, supplementary topics, and more opportunities for students to practice their skills prior to the culminating final project.","['policy analysis', 'critical evaluation', 'empirical research', 'causal inference', 'statistical bias', 'research critique', 'graphical methods', 'assumption assessment', 'research flaws', 'student practice']",public policy & social sciences,advanced
